lon,lat,weather_id,main,description,icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,country,sunrise,sunset,timezone,city_id,city_name,cod,level
151.2093,-33.8688,800,Clear,clear sky,01n,stations,299.1,297.06,296.65,301.77,1002,33,1008,929,5288,1.97,274,12.45,65,1716337455,1,7885,AU,1716294388,1716318577,19800,1957916,Sydney,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,297.68,295.28,295.72,299.12,1023,36,985,924,5541,1.48,89,14.28,35,1716266299,1,6544,IN,1716276701,1716341792,-43200,5164880,Mumbai,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,300.03,297.79,299.38,301.27,1001,45,1027,913,3964,3.24,218,3.58,14,1716308645,1,6382,US,1716327533,1716305599,19800,2718044,New York,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,293.08,291.03,290.7,295.25,1018,43,1011,1004,6885,3.22,335,17.56,21,1716340916,1,2593,GB,1716267652,1716306078,-25200,8246048,London,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,298.53,294.47,298.35,300.75,995,35,1015,985,1290,3.97,333,15.45,82,1716335520,1,5524,IN,1716277967,1716325485,0,7970298,Mumbai,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,290.73,287.15,288.82,291.72,1026,24,1010,924,4086,4.1,55,10.9,34,1716288057,1,7032,AU,1716317357,1716297104,7200,8073507,Sydney,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,298.17,293.7,297.58,298.66,1007,29,999,956,8939,0.84,354,4.98,12,1716289831,1,3528,FR,1716331748,1716323764,-43200,4793683,Paris,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,290.12,285.29,289.45,290.92,1021,48,1029,991,5392,0.09,337,6.85,63,1716344360,1,4414,BR,1716298521,1716298963,19800,9412893,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,299.39,298.07,296.39,301.05,1006,50,990,948,8417,2.91,60,14.83,48,1716285114,1,6225,EG,1716294312,1716264401,7200,2106129,Cairo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,308.58,304.21,305.89,309.6,1029,22,1001,939,6069,3.9,252,5.1,56,1716313056,1,5860,EG,1716322475,1716286044,7200,7885050,Cairo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,295.02,291.85,294.18,296.41,1023,39,1001,975,3463,2.38,242,18.01,72,1716267033,1,6931,ZA,1716293217,1716279806,19800,2005002,Cape Town,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,307.4,302.94,305.26,308.67,1007,37,1028,927,7015,1.15,273,7.61,69,1716318630,1,9432,GB,1716317483,1716315384,-25200,6998016,London,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,293.69,291.53,291.14,296.51,983,23,1022,1013,4169,4.63,243,4.21,28,1716279998,1,5436,GB,1716298284,1716301216,-25200,9364891,London,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,305.57,303.41,303.24,307.26,1010,50,1028,968,6138,0.4,333,15.1,88,1716300943,1,9901,IN,1716277807,1716346513,-43200,5258409,Mumbai,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,296.65,295.63,295.95,299.49,997,20,999,939,6983,4.23,43,13.19,34,1716278890,1,5006,AU,1716264986,1716267511,0,5148681,Sydney,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,304.85,300.86,304.39,307.1,1024,43,1005,1026,5609,0.62,332,9.79,5,1716273414,1,3519,EG,1716336088,1716314340,19800,9093805,Cairo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,307.83,307.63,305.36,309.35,1025,49,998,981,6603,3.51,190,5.16,2,1716272281,1,6965,AU,1716295363,1716269495,-25200,2986931,Sydney,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,296.63,293.18,293.98,298.7,1020,45,989,930,2358,4.86,232,19.79,13,1716338969,1,9633,RU,1716285388,1716314144,19800,7919768,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,298.61,297.57,295.79,300.98,994,36,1013,947,9794,1.92,72,12.18,66,1716325378,1,4752,AU,1716321219,1716305992,7200,4964728,Sydney,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,291.1,288.53,289.78,293.94,1023,35,1020,1018,1728,1.21,165,15.11,12,1716299330,1,5516,GB,1716271505,1716311843,0,6150163,London,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,300.11,295.33,298.08,302.36,1011,28,1003,1028,1262,2.66,18,0.31,4,1716298225,1,9311,BR,1716318729,1716277292,7200,5650547,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,309.03,305.52,307.68,311.24,1023,22,995,1008,3905,0.67,57,8.32,81,1716304885,1,3548,EG,1716285249,1716269706,19800,6610718,Cairo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,298.22,297.56,297.27,299.82,987,48,1010,1005,6262,1.25,92,10.83,5,1716320209,1,9627,ZA,1716273678,1716337787,-25200,5578411,Cape Town,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,290.84,290.74,288.2,292.94,1016,31,997,902,2698,0.16,270,0.38,17,1716325296,1,4271,ZA,1716264955,1716279549,7200,6767319,Cape Town,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,296.44,291.56,295.97,299.1,1019,30,1020,919,7070,4.01,328,3.16,19,1716329241,1,6227,US,1716283388,1716280952,-43200,9922193,New York,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,305.64,305.51,302.74,306.46,980,33,1018,969,1213,0.22,84,14.85,27,1716296350,1,6859,RU,1716321438,1716281294,0,1627630,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,305.83,300.93,305.68,306.02,1005,39,1004,933,6083,4.99,103,15.99,1,1716308730,1,1742,AU,1716336466,1716286674,7200,9624371,Sydney,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,290.95,289.15,290.46,292.85,990,48,1020,1026,9406,4.81,343,8.67,55,1716300865,1,1067,EG,1716346602,1716281420,-25200,7008303,Cairo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,308.96,306.93,308.91,309.66,990,20,1023,1012,1590,3.79,235,18.23,97,1716292960,1,9518,GB,1716266983,1716268849,-43200,7601146,London,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,290.3,289.35,289.84,292.23,981,26,999,989,4371,2.04,154,12.85,54,1716327511,1,7782,RU,1716278566,1716342183,-43200,7607510,Moscow,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,302.55,301.46,302.47,303.54,1015,43,1013,910,9999,0.82,287,18.74,79,1716302906,1,8270,BR,1716329451,1716279794,-25200,1135975,S�o Paulo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,302.26,300.5,300.57,302.82,997,20,1012,912,2494,3.78,133,16.55,61,1716349261,1,9655,GB,1716348693,1716293655,-25200,3644521,London,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,296.96,296.68,294.62,297.01,1025,26,1003,958,8364,4.1,46,12.81,71,1716281525,1,2021,AU,1716297046,1716305994,-43200,1842415,Sydney,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,302.33,297.36,299.66,303.94,1030,22,1011,931,9274,1.21,127,15.49,52,1716342893,1,5041,JP,1716314217,1716278203,-25200,5072413,Tokyo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,302.84,301.68,301.23,304.64,1008,22,1009,973,3885,3.88,322,19.11,47,1716295042,1,6088,GB,1716315049,1716279075,-25200,6527557,London,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,293.87,293.2,291.21,295.96,1022,42,1011,1023,1162,3.04,356,15.26,40,1716268357,1,5536,EG,1716293439,1716339504,0,8742022,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,301.47,298.36,300.94,302.17,992,34,999,944,3128,3.59,132,17.67,60,1716280063,1,1448,FR,1716303165,1716289048,19800,7062938,Paris,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,290.32,290.27,289.11,292.7,1005,25,1026,1027,9977,4.08,77,19.71,49,1716305575,1,7733,US,1716334654,1716341050,-43200,9231481,New York,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,299.7,299.12,297.46,301.7,980,22,1021,981,3556,1.58,303,2.91,14,1716314425,1,6346,IN,1716269688,1716309898,-25200,3258621,Mumbai,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,294.78,291.41,294.63,297.33,986,30,1005,902,8764,3.59,237,3.24,92,1716280258,1,6771,BR,1716264560,1716323646,-43200,5176726,S�o Paulo,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,302.93,302.75,302.89,304.42,1011,45,991,974,2526,3.26,57,6.64,46,1716313807,1,1640,RU,1716349356,1716297126,7200,8514614,Moscow,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,299.75,298.53,298.33,300.65,1026,44,999,928,3397,1.03,300,19.92,86,1716266008,1,2975,RU,1716286752,1716304447,19800,2648026,Moscow,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,292.31,291.29,289.88,295.18,1003,36,998,927,1340,3.5,263,15.72,69,1716315809,1,4439,EG,1716335607,1716321060,-43200,8827811,Cairo,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,299.16,295.44,296.4,301.97,1000,41,1027,970,3267,3.56,328,1.12,93,1716289267,1,1792,GB,1716266371,1716335225,-43200,8442772,London,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,303.1,300.86,303.03,303.22,1010,33,1028,911,2558,0.48,331,17.91,48,1716324735,1,8007,BR,1716311536,1716309224,-25200,4955466,S�o Paulo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,295.21,293.83,293.78,296.86,1017,25,1018,939,6064,2.34,110,3.0,94,1716280195,1,2171,JP,1716275311,1716347560,7200,1038490,Tokyo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,290.14,286.11,288.47,291.41,987,50,1005,943,6357,2.4,186,14.99,30,1716298565,1,9385,FR,1716349193,1716332492,-43200,1394640,Paris,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,298.56,294.68,296.29,300.44,1027,39,1006,910,6740,4.52,268,7.62,45,1716302176,1,8991,ZA,1716313467,1716284019,19800,7338177,Cape Town,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,295.59,291.01,293.68,295.89,1000,32,1005,943,4767,1.47,354,17.46,4,1716302468,1,1079,EG,1716323905,1716303072,0,9321544,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,291.06,287.78,290.08,292.06,1004,47,1003,962,5722,2.87,197,10.46,93,1716323999,1,6930,FR,1716308300,1716297036,0,9061599,Paris,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,294.73,290.34,292.07,296.38,1028,20,984,940,7221,2.58,78,5.88,64,1716270570,1,7420,RU,1716312362,1716270171,-43200,4846000,Moscow,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,300.03,295.85,298.12,302.62,983,41,993,1025,9836,1.03,254,4.08,38,1716304160,1,3950,JP,1716316861,1716301498,-43200,7568498,Tokyo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,297.95,297.9,297.93,299.71,1007,45,989,905,1269,2.92,31,13.71,15,1716292441,1,7883,US,1716303922,1716314486,19800,8031088,New York,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,308.69,304.26,308.18,310.92,981,22,1012,932,8493,4.9,7,17.03,85,1716327763,1,1970,EG,1716286697,1716273439,7200,8427038,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,293.9,289.91,293.41,294.4,1019,44,1000,1022,9642,1.83,175,1.43,3,1716343389,1,6928,FR,1716338127,1716270630,0,1898904,Paris,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,291.37,288.71,290.83,293.94,995,36,1019,930,6394,1.61,93,17.33,11,1716310473,1,1828,IN,1716305901,1716290949,-43200,5169028,Mumbai,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,292.6,291.36,290.13,294.3,1021,24,994,911,5656,1.6,185,15.61,91,1716342958,1,4795,GB,1716305177,1716284770,-43200,5015668,London,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,301.48,300.27,299.79,302.01,1012,49,989,956,6323,3.22,201,16.72,8,1716296041,1,9949,RU,1716312410,1716300811,-43200,1117861,Moscow,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,302.88,299.61,301.85,304.61,1021,34,991,999,9046,4.62,76,13.27,17,1716338440,1,2437,FR,1716339051,1716326031,0,3722349,Paris,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,307.22,306.55,304.41,307.36,993,36,980,946,7520,3.95,154,18.85,12,1716287459,1,8228,IN,1716316699,1716275534,7200,4040572,Mumbai,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,290.46,289.9,290.13,290.59,1019,39,1023,908,2567,0.93,30,15.09,2,1716319034,1,8618,IN,1716286131,1716326353,-43200,3492723,Mumbai,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,290.77,288.98,289.93,293.2,1012,20,1019,1012,6190,3.11,263,1.85,36,1716309739,1,2767,JP,1716267346,1716289762,19800,6408189,Tokyo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,304.39,301.47,302.12,306.84,984,38,991,1020,4148,0.88,325,2.4,55,1716271332,1,7193,AU,1716308469,1716271712,7200,4975328,Sydney,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,290.01,289.78,288.41,291.98,1013,47,1003,993,4998,0.41,98,11.71,89,1716271180,1,7633,GB,1716309481,1716347753,7200,4618727,London,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,305.22,303.34,304.28,307.11,997,38,1015,998,9780,0.49,16,10.94,42,1716263461,1,6629,AU,1716275312,1716315548,-43200,7050091,Sydney,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,306.54,304.22,304.31,309.3,985,33,996,928,8950,2.62,289,9.02,24,1716267729,1,1080,ZA,1716267497,1716348002,0,8049222,Cape Town,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,291.91,290.11,289.73,292.59,998,42,1007,936,5021,1.01,172,9.24,26,1716333029,1,6348,AU,1716333257,1716273505,7200,3571325,Sydney,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,293.12,291.86,291.34,293.31,1006,25,1016,927,9436,0.66,55,15.68,41,1716284547,1,9888,EG,1716336573,1716296074,7200,7394705,Cairo,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,307.2,304.93,305.27,309.95,1012,31,994,994,3048,4.66,271,0.22,97,1716280390,1,8810,RU,1716346913,1716304004,19800,2044213,Moscow,200,0
-0.1278,51.5074,800,Clear,clear sky,01n,stations,304.57,303.99,303.93,307.46,1011,40,1027,1028,5485,1.08,40,4.93,27,1716269440,1,5111,GB,1716278669,1716348593,-25200,8446746,London,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,304.48,301.67,302.28,306.75,1011,30,1011,984,9448,0.59,265,17.53,50,1716289569,1,7800,BR,1716289166,1716279750,-25200,6359396,S�o Paulo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,296.63,293.96,296.42,297.78,1006,29,1028,982,1659,0.11,149,9.18,22,1716299323,1,9981,US,1716315365,1716295441,7200,5096681,New York,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,306.7,305.25,306.58,307.89,994,45,989,979,8901,4.91,270,13.28,38,1716307869,1,7358,US,1716279695,1716280079,19800,1520230,New York,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,305.66,300.94,302.92,307.54,1013,35,1000,986,2953,1.11,101,8.74,9,1716338866,1,9141,RU,1716341924,1716294641,7200,2590267,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,302.3,298.66,300.79,302.71,1001,33,1006,921,2521,1.98,224,10.58,100,1716330890,1,3320,AU,1716281576,1716264559,0,6527155,Sydney,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,302.06,297.15,300.24,303.63,999,43,1001,966,6777,0.34,97,17.28,26,1716288058,1,3431,US,1716346894,1716291299,-25200,3512547,New York,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,307.46,303.36,306.26,308.97,982,30,1001,930,7665,1.02,122,10.0,78,1716326538,1,7025,BR,1716304974,1716279910,-25200,5051491,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,291.19,290.83,289.09,291.58,1013,50,1000,904,5081,2.53,39,6.04,21,1716316378,1,2980,EG,1716327855,1716315934,7200,1392532,Cairo,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,293.94,290.4,293.26,296.06,992,42,999,966,4034,0.36,107,18.63,86,1716327904,1,3173,BR,1716336822,1716272958,-43200,1613064,S�o Paulo,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,309.81,305.72,307.89,312.19,990,34,1001,910,2198,0.09,166,12.03,49,1716338561,1,4855,EG,1716339030,1716323994,-43200,6886925,Cairo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,305.6,302.48,303.61,306.71,986,30,1016,924,9361,0.46,65,1.41,33,1716318271,1,1583,US,1716275609,1716298799,-43200,9251068,New York,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,300.63,296.95,299.37,303.59,990,26,1026,922,7527,4.6,227,8.78,0,1716283675,1,5531,EG,1716348928,1716314626,7200,5129487,Cairo,200,0
18.4241,-33.9249,800,Clear,clear sky,01n,stations,302.11,298.02,299.76,302.98,996,38,998,965,7154,1.55,350,18.0,68,1716286073,1,6286,ZA,1716349741,1716291446,0,9077762,Cape Town,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,300.43,296.34,299.22,301.24,1015,44,995,920,1715,1.51,134,8.58,53,1716297338,1,2919,US,1716288956,1716296045,-43200,6884098,New York,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,299.23,297.08,296.26,301.53,991,47,984,1023,7383,4.9,109,18.5,97,1716289759,1,6699,US,1716264575,1716281685,-25200,6810325,New York,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,295.19,293.32,292.37,295.84,1022,43,997,919,1469,1.98,315,1.38,78,1716344695,1,8428,IN,1716282372,1716339734,-25200,7127676,Mumbai,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,295.98,291.54,293.4,298.47,997,29,1018,925,3908,0.9,189,2.92,10,1716314897,1,2741,RU,1716314312,1716338939,-25200,7820327,Moscow,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,302.64,301.87,302.2,304.75,996,35,994,990,6038,0.84,184,13.03,88,1716284095,1,5298,IN,1716349081,1716266406,0,8374533,Mumbai,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,309.31,308.43,307.23,311.56,992,35,998,987,3664,3.27,182,7.88,56,1716312287,1,7192,BR,1716269672,1716279512,19800,7398910,S�o Paulo,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,307.76,305.33,305.61,307.9,1012,23,1009,962,4966,2.98,357,3.28,81,1716299667,1,7911,AU,1716316012,1716327171,0,2072162,Sydney,200,0
-46.6333,-23.5505,800,Clear,clear sky,01n,stations,296.43,291.88,295.01,297.35,1026,38,1020,946,3759,2.27,331,11.63,51,1716312448,1,8280,BR,1716265565,1716290927,19800,5934053,S�o Paulo,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,301.22,300.18,300.15,302.48,994,38,986,925,3278,4.19,45,18.18,86,1716299532,1,1030,US,1716297637,1716312105,-25200,9169989,New York,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,293.6,290.11,291.64,294.88,1019,27,1020,967,8277,0.7,154,7.64,9,1716306700,1,7073,FR,1716322063,1716296641,0,9501103,Paris,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,302.51,298.83,301.61,303.35,1003,49,1013,958,7575,4.84,184,10.57,89,1716278308,1,4282,JP,1716288532,1716310134,7200,8521508,Tokyo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,302.44,297.75,299.83,305.37,1029,27,1017,987,6792,2.5,333,3.18,54,1716299531,1,2744,IN,1716331350,1716349393,-43200,7910265,Mumbai,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,297.88,295.37,296.72,300.27,1012,26,999,996,5677,1.65,150,11.0,38,1716330842,1,4965,AU,1716323902,1716277449,19800,9661655,Sydney,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,298.42,293.58,295.89,299.76,980,45,1022,969,3680,3.5,192,2.83,12,1716277635,1,3559,US,1716335402,1716310802,-43200,2659123,New York,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,293.76,289.51,291.06,296.69,1010,30,995,914,7640,3.84,127,1.96,86,1716294746,1,1106,JP,1716272425,1716347598,0,4991010,Tokyo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,295.23,292.62,294.14,297.61,1010,45,996,915,5417,0.94,107,18.34,74,1716306605,1,9747,JP,1716279682,1716294840,7200,9777584,Tokyo,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,309.57,304.74,307.12,310.03,1012,39,1015,981,1171,2.99,121,11.43,50,1716314697,1,7631,IN,1716285351,1716330572,-43200,9806612,Mumbai,200,0
-74.006,40.7128,800,Clear,clear sky,01n,stations,290.74,287.6,288.27,293.67,1015,47,1011,943,6066,3.17,47,1.9,72,1716264028,1,1311,US,1716344349,1716308954,0,8748489,New York,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,294.03,291.16,293.42,296.5,981,21,1013,985,4640,1.07,78,12.69,71,1716297933,1,2149,AU,1716337365,1716324965,-43200,1480539,Sydney,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,297.72,297.39,295.41,298.03,1006,48,1022,977,9707,1.82,215,12.21,99,1716294153,1,4961,RU,1716329456,1716347353,7200,1708129,Moscow,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,299.18,297.75,297.62,299.99,1018,35,998,965,8079,3.46,352,19.27,13,1716280690,1,7925,AU,1716311569,1716347433,0,2105758,Sydney,200,0
31.2357,30.0444,800,Clear,clear sky,01n,stations,303.38,302.99,300.8,306.11,982,33,993,974,5570,3.61,96,16.5,3,1716339994,1,3036,EG,1716320588,1716329224,7200,1228252,Cairo,200,0
2.3522,48.8566,800,Clear,clear sky,01n,stations,291.46,287.82,289.45,292.75,1020,23,981,953,2492,3.4,239,9.54,14,1716340084,1,7710,FR,1716291467,1716269818,19800,8657430,Paris,200,0
151.2093,-33.8688,800,Clear,clear sky,01n,stations,301.96,300.69,300.4,302.76,1023,36,1002,989,6852,3.95,114,17.0,11,1716326422,1,9129,AU,1716283408,1716310473,0,8959229,Sydney,200,0
72.8777,19.076,800,Clear,clear sky,01n,stations,303.1,301.64,300.68,304.15,988,39,998,960,6033,4.23,260,14.85,35,1716345528,1,3023,IN,1716333564,1716285454,-43200,1328118,Mumbai,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,304.91,304.85,303.75,305.72,1012,47,1014,1006,2488,4.27,82,4.52,38,1716289611,1,6899,JP,1716284030,1716306705,-43200,1674486,Tokyo,200,0
139.6917,35.6895,800,Clear,clear sky,01n,stations,299.84,295.71,298.38,300.14,992,30,980,911,6337,1.72,352,5.88,82,1716279187,1,3162,JP,1716333547,1716347780,-43200,7178188,Tokyo,200,0
37.6176,55.7558,800,Clear,clear sky,01n,stations,307.65,306.11,304.98,308.6,1025,38,1001,924,8576,0.45,99,7.33,1,1716345739,1,4203,RU,1716275870,1716308307,0,3703808,Moscow,200,0
